N,h2(N),File,Checksum
10,10.126149898135866,Chain3D10.png,7c6e918eb7b3988cb9279c42163feeee
50,48.84597309146922,Chain3D100.png,c479f1cc0585f58ee0b99bdbcdb7c898
100,99.67816248963773,Chain3D200.png,1a8b232a01d92a241d8da4c59e03a273
200,202.85695577701915,Chain3D400.png,2d4a03fb8533fef71bab9fb154f06a0f
400,405.66744630809154,Chain3D50.png,78ef481b1a6bc86fa80ff277695da6ba

Scaling exponent v,1.002402565584748
