# Time(s) Distance(km)
1.956891618276196346e+07 2.299339222257603705e+08
1.957071628543722257e+07 2.298512916345388293e+08
1.957251638811248541e+07 2.297686658540633619e+08
1.957431649078774452e+07 2.296860448938132524e+08
1.957611659346300736e+07 2.296034287632741332e+08
1.957791669613826647e+07 2.295208174719376564e+08
1.957971679881352931e+07 2.294382110293017030e+08
1.958151690148878843e+07 2.293556094448701143e+08
1.958331700416405126e+07 2.292730127281531096e+08
1.958511710683931038e+07 2.291904208886668682e+08
1.958691720951457322e+07 2.291078339359338284e+08
1.958871731218983233e+07 2.290252518794825971e+08
1.959051741486509517e+07 2.289426747288479507e+08
1.959231751754035428e+07 2.288601024935709238e+08
1.959411762021561712e+07 2.287775351831985712e+08
1.959591772289087623e+07 2.286949728072843850e+08
1.959771782556613907e+07 2.286124153753879368e+08
1.959951792824139819e+07 2.285298628970750570e+08
1.960131803091666102e+07 2.284473153819178641e+08
1.960311813359192014e+07 2.283647728394946158e+08
1.960491823626718298e+07 2.282822352793899775e+08
1.960671833894244209e+07 2.281997027111947536e+08
1.960851844161770493e+07 2.281171751445061564e+08
1.961031854429296404e+07 2.280346525889274776e+08
1.961211864696822688e+07 2.279521350540685356e+08
1.961391874964348599e+07 2.278696225495452881e+08
1.961571885231874883e+07 2.277871150849801302e+08
1.961751895499400795e+07 2.277046126700017154e+08
1.961931905766927078e+07 2.276221153142450750e+08
1.962111916034452990e+07 2.275396230273514986e+08
1.962291926301979274e+07 2.274571358189688027e+08
1.962471936569505185e+07 2.273746536987509727e+08
1.962651946837031469e+07 2.272921766763585508e+08
1.962831957104557380e+07 2.272097047614583671e+08
1.963011967372083664e+07 2.271272379637236595e+08
1.963191977639609575e+07 2.270447762928341627e+08
1.963371987907135859e+07 2.269623197584758103e+08
1.963551998174661770e+07 2.268798683703413010e+08
1.963732008442188054e+07 2.267974221381295323e+08
1.963912018709713966e+07 2.267149810715459585e+08
1.964092028977240250e+07 2.266325451803023815e+08
1.964272039244766161e+07 2.265501144741172194e+08
1.964452049512292445e+07 2.264676889627153575e+08
1.964632059779818356e+07 2.263852686558280587e+08
1.964812070047344640e+07 2.263028535631932616e+08
1.964992080314870551e+07 2.262204436945553720e+08
1.965172090582396835e+07 2.261380390596652627e+08
1.965352100849922746e+07 2.260556396682803631e+08
1.965532111117449030e+07 2.259732455301648080e+08
1.965712121384974942e+07 2.258908566550890207e+08
1.965892131652501225e+07 2.258084730528302789e+08
1.966072141920027137e+07 2.257260947331723571e+08
1.966252152187553421e+07 2.256437217059055269e+08
1.966432162455079332e+07 2.255613539808268249e+08
1.966612172722605616e+07 2.254789915677398145e+08
1.966792182990131527e+07 2.253966344764547050e+08
1.966972193257657811e+07 2.253142827167884707e+08
1.967152203525183722e+07 2.252319362985646129e+08
1.967332213792710006e+07 2.251495952316133678e+08
1.967512224060235918e+07 2.250672595257715881e+08
1.967692234327762201e+07 2.249849291908829808e+08
1.967872244595288113e+07 2.249026042367976904e+08
1.968052254862814397e+07 2.248202846733729541e+08
1.968232265130340308e+07 2.247379705104723871e+08
1.968412275397866592e+07 2.246556617579665780e+08
1.968592285665392503e+07 2.245733584257328212e+08
1.968772295932918787e+07 2.244910605236550868e+08
1.968952306200444698e+07 2.244087680616242886e+08
1.969132316467970982e+07 2.243264810495380163e+08
1.969312326735496894e+07 2.242441994973006845e+08
1.969492337003023177e+07 2.241619234148235917e+08
1.969672347270549089e+07 2.240796528120247722e+08
1.969852357538075373e+07 2.239973876988292336e+08
1.970032367805601284e+07 2.239151280851686895e+08
1.970212378073127568e+07 2.238328739809818864e+08
1.970392388340653479e+07 2.237506253962143362e+08
1.970572398608179763e+07 2.236683823408185244e+08
1.970752408875705674e+07 2.235861448247537017e+08
1.970932419143231958e+07 2.235039128579862714e+08
1.971112429410757869e+07 2.234216864504893422e+08
1.971292439678284153e+07 2.233394656122432053e+08
1.971472449945810065e+07 2.232572503532349169e+08
1.971652460213336349e+07 2.231750406834585071e+08
1.971832470480862260e+07 2.230928366129151583e+08
1.972012480748388544e+07 2.230106381516129076e+08
1.972192491015914455e+07 2.229284453095669448e+08
1.972372501283440739e+07 2.228462580967993140e+08
1.972552511550966650e+07 2.227640765233391821e+08
1.972732521818492934e+07 2.226819005992228091e+08
1.972912532086018845e+07 2.225997303344934881e+08
1.973092542353545129e+07 2.225175657392015457e+08
1.973272552621071041e+07 2.224354068234044909e+08
1.973452562888597324e+07 2.223532535971668363e+08
1.973632573156123236e+07 2.222711060705603361e+08
1.973812583423649520e+07 2.221889642536637187e+08
1.973992593691175431e+07 2.221068281565630436e+08
1.974172603958701715e+07 2.220246977893514335e+08
1.974352614226227626e+07 2.219425731621291339e+08
1.974532624493753910e+07 2.218604542850036323e+08
1.974712634761279821e+07 2.217783411680896878e+08
1.974892645028806105e+07 2.216962338215090930e+08
1.975072655296332017e+07 2.216141322553911209e+08
1.975252665563858300e+07 2.215320364798719883e+08
1.975432675831384212e+07 2.214499465050954223e+08
1.975612686098910496e+07 2.213678623412122726e+08
1.975792696366436407e+07 2.212857839983807802e+08
1.975972706633962691e+07 2.212037114867663383e+08
1.976152716901488602e+07 2.211216448165417612e+08
1.976332727169014886e+07 2.210395839978871942e+08
1.976512737436540797e+07 2.209575290409900546e+08
1.976692747704067081e+07 2.208754799560450912e+08
1.976872757971592993e+07 2.207934367532545328e+08
1.977052768239119276e+07 2.207113994428279102e+08
1.977232778506645188e+07 2.206293680349820852e+08
1.977412788774171472e+07 2.205473425399414897e+08
1.977592799041697383e+07 2.204653229679378569e+08
1.977772809309223667e+07 2.203833093292103410e+08
1.977952819576749578e+07 2.203013016340056658e+08
1.978132829844275862e+07 2.202192998925778866e+08
1.978312840111801773e+07 2.201373041151886284e+08
1.978492850379328057e+07 2.200553143121069074e+08
1.978672860646853969e+07 2.199733304936093688e+08
1.978852870914380252e+07 2.198913526699800789e+08
1.979032881181906164e+07 2.198093808515107036e+08
1.979212891449432448e+07 2.197274150485003889e+08
1.979392901716958359e+07 2.196454552712558508e+08
1.979572911984484643e+07 2.195635015300915241e+08
1.979752922252010554e+07 2.194815538353292644e+08
1.979932932519536838e+07 2.193996121972985566e+08
1.980112942787062749e+07 2.193176766263365746e+08
1.980292953054589033e+07 2.192357471327880621e+08
1.980472963322114944e+07 2.191538237270054221e+08
1.980652973589641228e+07 2.190719064193487763e+08
1.980832983857167140e+07 2.189899952201858461e+08
1.981012994124693424e+07 2.189080901398921311e+08
1.981193004392219335e+07 2.188261911888507009e+08
1.981373014659745619e+07 2.187442983774524629e+08
1.981553024927271530e+07 2.186624117160960436e+08
1.981733035194797814e+07 2.185805312151877582e+08
1.981913045462323725e+07 2.184986568851417303e+08
1.982093055729850009e+07 2.184167887363798618e+08
1.982273065997375920e+07 2.183349267793318331e+08
1.982453076264902204e+07 2.182530710244351029e+08
1.982633086532428116e+07 2.181712214821349978e+08
1.982813096799954399e+07 2.180893781628846526e+08
1.982993107067480311e+07 2.180075410771450996e+08
1.983173117335006595e+07 2.179257102353851497e+08
1.983353127602532506e+07 2.178438856480815113e+08
1.983533137870058790e+07 2.177620673257189393e+08
1.983713148137584701e+07 2.176802552787898481e+08
1.983893158405110985e+07 2.175984495177946985e+08
1.984073168672636896e+07 2.175166500532419682e+08
1.984253178940163180e+07 2.174348568956479728e+08
1.984433189207689092e+07 2.173530700555369556e+08
1.984613199475215375e+07 2.172712895434412956e+08
1.984793209742741287e+07 2.171895153699012399e+08
1.984973220010267571e+07 2.171077475454651415e+08
1.985153230277793482e+07 2.170259860806892812e+08
1.985333240545319766e+07 2.169442309861380160e+08
1.985513250812845677e+07 2.168624822723837793e+08
1.985693261080371961e+07 2.167807399500070214e+08
1.985873271347897872e+07 2.166990040295963585e+08
1.986053281615424156e+07 2.166172745217485130e+08
1.986233291882950068e+07 2.165355514370681345e+08
1.986413302150476351e+07 2.164538347861682475e+08
1.986593312418002263e+07 2.163721245796698928e+08
1.986773322685528547e+07 2.162904208282022178e+08
1.986953332953054458e+07 2.162087235424026251e+08
1.987133343220580742e+07 2.161270327329167426e+08
1.987313353488106653e+07 2.160453484103982747e+08
1.987493363755632937e+07 2.159636705855092406e+08
1.987673374023158848e+07 2.158819992689198852e+08
1.987853384290685132e+07 2.158003344713086188e+08
1.988033394558211043e+07 2.157186762033621967e+08
1.988213404825737327e+07 2.156370244757756591e+08
1.988393415093263239e+07 2.155553792992522717e+08
1.988573425360789523e+07 2.154737406845036149e+08
1.988753435628315434e+07 2.153921086422496140e+08
1.988933445895841718e+07 2.153104831832185090e+08
1.989113456163367629e+07 2.152288643181469738e+08
1.989293466430893540e+07 2.151472520577799380e+08
1.989473476698419824e+07 2.150656464128707647e+08
1.989653486965945736e+07 2.149840473941811025e+08
1.989833497233472019e+07 2.149024550124812722e+08
1.990013507500997931e+07 2.148208692785497904e+08
1.990193517768524215e+07 2.147392902031736076e+08
1.990373528036050126e+07 2.146577177971482277e+08
1.990553538303576410e+07 2.145761520712776184e+08
1.990733548571102321e+07 2.144945930363742411e+08
1.990913558838628605e+07 2.144130407032589316e+08
1.991093569106154516e+07 2.143314950827611387e+08
1.991273579373680800e+07 2.142499561857188940e+08
1.991453589641206712e+07 2.141684240229786932e+08
1.991633599908732995e+07 2.140868986053955555e+08
1.991813610176258907e+07 2.140053799438331425e+08
1.991993620443785191e+07 2.139238680491637290e+08
1.992173630711311102e+07 2.138423629322680533e+08
1.992353640978837386e+07 2.137608646040356457e+08
1.992533651246363297e+07 2.136793730753645301e+08
1.992713661513889581e+07 2.135978883571614921e+08
1.992893671781415492e+07 2.135164104603419304e+08
1.993073682048941776e+07 2.134349393958297968e+08
1.993253692316467687e+07 2.133534751745579541e+08
1.993433702583993971e+07 2.132720178074678779e+08
1.993613712851519883e+07 2.131905673055097163e+08
1.993793723119046167e+07 2.131091236796424091e+08
1.993973733386572078e+07 2.130276869408336282e+08
1.994153743654098362e+07 2.129462571000598073e+08
1.994333753921624273e+07 2.128648341683062017e+08
1.994513764189150557e+07 2.127834181565668285e+08
1.994693774456676468e+07 2.127020090758444667e+08
1.994873784724202752e+07 2.126206069371508360e+08
1.995053794991728663e+07 2.125392117515064180e+08
1.995233805259254947e+07 2.124578235299405456e+08
1.995413815526780859e+07 2.123764422834914625e+08
1.995593825794307142e+07 2.122950680232062638e+08
1.995773836061833054e+07 2.122137007601409554e+08
1.995953846329359338e+07 2.121323405053604245e+08
1.996133856596885249e+07 2.120509872699385881e+08
1.996313866864411533e+07 2.119696410649581850e+08
1.996493877131937444e+07 2.118883019015110135e+08
1.996673887399463728e+07 2.118069697906977236e+08
1.996853897666989639e+07 2.117256447436281145e+08
1.997033907934515923e+07 2.116443267714208364e+08
1.997213918202041835e+07 2.115630158852036297e+08
1.997393928469568118e+07 2.114817120961133242e+08
1.997573938737094030e+07 2.114004154152956903e+08
1.997753949004620314e+07 2.113191258539055586e+08
1.997933959272146225e+07 2.112378434231068790e+08
1.998113969539672509e+07 2.111565681340727508e+08
1.998293979807198420e+07 2.110752999979853332e+08
1.998473990074724704e+07 2.109940390260358155e+08
1.998654000342250615e+07 2.109127852294245958e+08
1.998834010609776899e+07 2.108315386193612814e+08
1.999014020877302811e+07 2.107502992070645392e+08
1.999194031144829094e+07 2.106690670037622750e+08
1.999374041412355006e+07 2.105878420206915438e+08
1.999554051679881290e+07 2.105066242690986395e+08
1.999734061947407201e+07 2.104254137602391541e+08
1.999914072214933485e+07 2.103442105053776801e+08
2.000094082482459396e+07 2.102630145157883465e+08
2.000274092749985680e+07 2.101818258027543128e+08
2.000454103017511591e+07 2.101006443775681853e+08
2.000634113285037875e+07 2.100194702515317500e+08
2.000814123552563787e+07 2.099383034359561801e+08
2.000994133820090070e+07 2.098571439421618879e+08
2.001174144087615982e+07 2.097759917814787030e+08
2.001354154355142266e+07 2.096948469652458131e+08
2.001534164622668177e+07 2.096137095048116744e+08
2.001714174890194461e+07 2.095325794115341604e+08
2.001894185157720372e+07 2.094514566967805922e+08
2.002074195425246656e+07 2.093703413719277084e+08
2.002254205692772567e+07 2.092892334483615756e+08
2.002434215960298851e+07 2.092081329374776781e+08
2.002614226227824762e+07 2.091270398506811261e+08
2.002794236495351046e+07 2.090459541993863285e+08
2.002974246762876958e+07 2.089648759950172305e+08
2.003154257030403242e+07 2.088838052490072548e+08
2.003334267297929153e+07 2.088027419727993608e+08
2.003514277565455437e+07 2.087216861778460145e+08
2.003694287832981348e+07 2.086406378756091595e+08
2.003874298100507632e+07 2.085595970775603950e+08
2.004054308368033543e+07 2.084785637951807976e+08
2.004234318635559827e+07 2.083975380399610698e+08
2.004414328903085738e+07 2.083165198234014213e+08
2.004594339170612022e+07 2.082355091570117474e+08
2.004774349438137934e+07 2.081545060523115396e+08
2.004954359705664217e+07 2.080735105208299160e+08
2.005134369973190129e+07 2.079925225741056204e+08
2.005314380240716413e+07 2.079115422236871123e+08
2.005494390508242324e+07 2.078305694811324477e+08
2.005674400775768608e+07 2.077496043580093682e+08
2.005854411043294519e+07 2.076686468658953905e+08
2.006034421310820803e+07 2.075876970163776875e+08
2.006214431578346714e+07 2.075067548210531771e+08
2.006394441845872998e+07 2.074258202915284932e+08
2.006574452113398910e+07 2.073448934394200444e+08
2.006754462380925193e+07 2.072639742763539553e+08
2.006934472648451105e+07 2.071830628139662147e+08
2.007114482915977389e+07 2.071021590639025569e+08
2.007294493183503300e+07 2.070212630378184617e+08
2.007474503451029584e+07 2.069403747473793328e+08
2.007654513718555495e+07 2.068594942042603493e+08
2.007834523986081779e+07 2.067786214201465249e+08
2.008014534253607690e+07 2.066977564067327678e+08
2.008194544521133974e+07 2.066168991757237911e+08
2.008374554788659886e+07 2.065360497388343215e+08
2.008554565056186169e+07 2.064552081077888012e+08
2.008734575323712081e+07 2.063743742943217456e+08
2.008914585591238365e+07 2.062935483101774454e+08
2.009094595858764276e+07 2.062127301671102643e+08
2.009274606126290560e+07 2.061319198768843710e+08
2.009454616393816471e+07 2.060511174512740076e+08
2.009634626661342755e+07 2.059703229020633698e+08
2.009814636928868666e+07 2.058895362410466075e+08
2.009994647196394950e+07 2.058087574800278246e+08
2.010174657463920861e+07 2.057279866308212578e+08
2.010354667731447145e+07 2.056472237052510083e+08
2.010534677998973057e+07 2.055664687151513696e+08
2.010714688266499341e+07 2.054857216723665297e+08
2.010894698534025252e+07 2.054049825887508392e+08
2.011074708801551536e+07 2.053242514761687219e+08
2.011254719069077447e+07 2.052435283464945555e+08
2.011434729336603731e+07 2.051628132116129696e+08
2.011614739604129642e+07 2.050821060834186375e+08
2.011794749871655926e+07 2.050014069738163054e+08
2.011974760139181837e+07 2.049207158947208822e+08
2.012154770406708121e+07 2.048400328580574393e+08
2.012334780674234033e+07 2.047593578757611513e+08
2.012514790941760316e+07 2.046786909597774148e+08
2.012694801209286228e+07 2.045980321220617890e+08
2.012874811476812512e+07 2.045173813745799363e+08
2.013054821744338423e+07 2.044367387293078005e+08
2.013234832011864707e+07 2.043561041982315481e+08
2.013414842279390618e+07 2.042754777933475077e+08
2.013594852546916902e+07 2.041948595266622901e+08
2.013774862814442813e+07 2.041142494101926684e+08
2.013954873081969097e+07 2.040336474559657276e+08
2.014134883349495009e+07 2.039530536760188341e+08
2.014314893617021292e+07 2.038724680823995769e+08
2.014494903884547204e+07 2.037918906871658564e+08
2.014674914152073488e+07 2.037113215023859143e+08
2.014854924419599399e+07 2.036307605401381850e+08
2.015034934687125683e+07 2.035502078125115037e+08
2.015214944954651594e+07 2.034696633316050470e+08
2.015394955222177878e+07 2.033891271095283031e+08
2.015574965489703789e+07 2.033085991584010124e+08
2.015754975757230073e+07 2.032280794903534055e+08
2.015934986024755985e+07 2.031475681175261140e+08
2.016114996292282268e+07 2.030670650520699620e+08
2.016295006559808180e+07 2.029865703061463237e+08
2.016475016827334464e+07 2.029060838919269145e+08
2.016655027094860375e+07 2.028256058215937912e+08
2.016835037362386659e+07 2.027451361073395610e+08
2.017015047629912570e+07 2.026646747613671422e+08
2.017195057897438854e+07 2.025842217958899140e+08
2.017375068164964765e+07 2.025037772231317759e+08
2.017555078432491049e+07 2.024233410553269684e+08
2.017735088700016961e+07 2.023429133047202528e+08
2.017915098967543244e+07 2.022624939835668802e+08
2.018095109235069156e+07 2.021820831041325629e+08
2.018275119502595440e+07 2.021016806786934435e+08
2.018455129770121351e+07 2.020212867195362747e+08
2.018635140037647635e+07 2.019409012389582098e+08
2.018815150305173546e+07 2.018605242492669523e+08
2.018995160572699830e+07 2.017801557627807856e+08
2.019175170840225741e+07 2.016997957918284535e+08
2.019355181107752025e+07 2.016194443487492502e+08
2.019535191375277936e+07 2.015391014458930194e+08
2.019715201642804220e+07 2.014587670956201851e+08
2.019895211910330132e+07 2.013784413103016913e+08
2.020075222177856416e+07 2.012981241023191214e+08
2.020255232445382327e+07 2.012178154840645492e+08
2.020435242712908611e+07 2.011375154679406881e+08
2.020615252980434522e+07 2.010572240663608313e+08
2.020795263247960806e+07 2.009769412917488813e+08
2.020975273515486717e+07 2.008966671565392911e+08
2.021155283783013001e+07 2.008164016731772423e+08
2.021335294050538912e+07 2.007361448541184068e+08
2.021515304318065196e+07 2.006558967118292153e+08
2.021695314585591108e+07 2.005756572587865889e+08
2.021875324853117391e+07 2.004954265074781477e+08
2.022055335120643303e+07 2.004152044704022706e+08
2.022235345388169587e+07 2.003349911600677967e+08
2.022415355655695498e+07 2.002547865889943242e+08
2.022595365923221782e+07 2.001745907697121799e+08
2.022775376190747693e+07 2.000944037147622108e+08
2.022955386458273977e+07 2.000142254366960824e+08
2.023135396725799888e+07 1.999340559480760396e+08
2.023315406993326172e+07 1.998538952614749968e+08
2.023495417260852084e+07 1.997737433894767165e+08
2.023675427528377995e+07 1.996936003446754813e+08
2.023855437795904279e+07 1.996134661396763921e+08
2.024035448063430190e+07 1.995333407870951593e+08
2.024215458330956474e+07 1.994532242995583117e+08
2.024395468598482385e+07 1.993731166897030473e+08
2.024575478866008669e+07 1.992930179701772034e+08
2.024755489133534580e+07 1.992129281536394954e+08
2.024935499401060864e+07 1.991328472527592480e+08
2.025115509668586776e+07 1.990527752802165747e+08
2.025295519936113060e+07 1.989727122487022877e+08
2.025475530203638971e+07 1.988926581709179878e+08
2.025655540471165255e+07 1.988126130595759451e+08
2.025835550738691166e+07 1.987325769273992479e+08
2.026015561006217450e+07 1.986525497871217430e+08
2.026195571273743361e+07 1.985725316514879167e+08
2.026375581541269645e+07 1.984925225332531631e+08
2.026555591808795556e+07 1.984125224451835155e+08
2.026735602076321840e+07 1.983325314000557959e+08
2.026915612343847752e+07 1.982525494106576443e+08
2.027095622611374035e+07 1.981725764897873998e+08
2.027275632878899947e+07 1.980926126502542198e+08
2.027455643146426231e+07 1.980126579048779607e+08
2.027635653413952142e+07 1.979327122664892972e+08
2.027815663681478426e+07 1.978527757479297519e+08
2.027995673949004337e+07 1.977728483620514870e+08
2.028175684216530621e+07 1.976929301217174530e+08
2.028355694484056532e+07 1.976130210398015082e+08
2.028535704751582816e+07 1.975331211291881204e+08
2.028715715019108728e+07 1.974532304027726650e+08
2.028895725286635011e+07 1.973733488734611869e+08
2.029075735554160923e+07 1.972934765541705787e+08
2.029255745821687207e+07 1.972136134578285217e+08
2.029435756089213118e+07 1.971337595973734260e+08
2.029615766356739402e+07 1.970539149857545495e+08
2.029795776624265313e+07 1.969740796359318197e+08
2.029975786891791597e+07 1.968942535608760417e+08
2.030155797159317508e+07 1.968144367735687494e+08
2.030335807426843792e+07 1.967346292870022655e+08
2.030515817694369704e+07 1.966548311141796410e+08
2.030695827961895987e+07 1.965750422681148052e+08
2.030875838229421899e+07 1.964952627618323565e+08
2.031055848496948183e+07 1.964154926083677411e+08
2.031235858764474094e+07 1.963357318207671046e+08
2.031415869032000378e+07 1.962559804120873809e+08
2.031595879299526289e+07 1.961762383953963220e+08
2.031775889567052573e+07 1.960965057837723196e+08
2.031955899834578484e+07 1.960167825903047025e+08
2.032135910102104768e+07 1.959370688280933499e+08
2.032315920369630679e+07 1.958573645102490485e+08
2.032495930637156963e+07 1.957776696498933136e+08
2.032675940904682875e+07 1.956979842601583004e+08
2.032855951172209159e+07 1.956183083541870713e+08
2.033035961439735070e+07 1.955386419451332986e+08
2.033215971707261354e+07 1.954589850461614132e+08
2.033395981974787265e+07 1.953793376704466641e+08
2.033575992242313549e+07 1.952996998311749399e+08
2.033756002509839460e+07 1.952200715415428281e+08
2.033936012777365744e+07 1.951404528147577643e+08
2.034116023044891655e+07 1.950608436640377939e+08
2.034296033312417939e+07 1.949812441026116610e+08
2.034476043579943851e+07 1.949016541437188685e+08
2.034656053847470134e+07 1.948220738006095588e+08
2.034836064114996046e+07 1.947425030865446627e+08
2.035016074382522330e+07 1.946629420147956908e+08
2.035196084650048241e+07 1.945833905986449122e+08
2.035376094917574525e+07 1.945038488513852656e+08
2.035556105185100436e+07 1.944243167863202691e+08
2.035736115452626720e+07 1.943447944167642295e+08
2.035916125720152631e+07 1.942652817560419738e+08
2.036096135987678915e+07 1.941857788174891174e+08
2.036276146255204827e+07 1.941062856144518256e+08
2.036456156522731110e+07 1.940268021602869034e+08
2.036636166790257022e+07 1.939473284683618248e+08
2.036816177057783306e+07 1.938678645520546734e+08
2.036996187325309217e+07 1.937884104247541130e+08
2.037176197592835501e+07 1.937089660998593867e+08
2.037356207860361412e+07 1.936295315907804072e+08
2.037536218127887696e+07 1.935501069109376371e+08
2.037716228395413607e+07 1.934706920737621486e+08
2.037896238662939891e+07 1.933912870926955044e+08
2.038076248930465803e+07 1.933118919811898768e+08
2.038256259197992086e+07 1.932325067527080476e+08
2.038436269465517998e+07 1.931531314207232296e+08
2.038616279733044282e+07 1.930737659987192452e+08
2.038796290000570193e+07 1.929944105001904070e+08
2.038976300268096477e+07 1.929150649386415482e+08
2.039156310535622388e+07 1.928357293275879920e+08
2.039336320803148672e+07 1.927564036805556118e+08
2.039516331070674583e+07 1.926770880110806823e+08
2.039696341338200867e+07 1.925977823327099681e+08
2.039876351605726779e+07 1.925184866590007842e+08
2.040056361873253062e+07 1.924392010035207868e+08
2.040236372140778974e+07 1.923599253798481524e+08
2.040416382408305258e+07 1.922806598015713990e+08
2.040596392675831169e+07 1.922014042822896242e+08
2.040776402943357453e+07 1.921221588356120884e+08
2.040956413210883364e+07 1.920429234751586318e+08
2.041136423478409648e+07 1.919636982145594656e+08
2.041316433745935559e+07 1.918844830674551129e+08
2.041496444013461843e+07 1.918052780474964678e+08
2.041676454280987754e+07 1.917260831683448255e+08
2.041856464548514038e+07 1.916468984436717331e+08
2.042036474816039950e+07 1.915677238871590793e+08
2.042216485083566234e+07 1.914885595124991834e+08
2.042396495351092145e+07 1.914094053333945572e+08
2.042576505618618429e+07 1.913302613635579050e+08
2.042756515886144340e+07 1.912511276167124808e+08
2.042936526153670624e+07 1.911720041065914929e+08
2.043116536421196535e+07 1.910928908469385803e+08
2.043296546688722819e+07 1.910137878515076041e+08
2.043476556956248730e+07 1.909346951340625584e+08
2.043656567223775014e+07 1.908556127083777785e+08
2.043836577491300926e+07 1.907765405882375836e+08
2.044016587758827209e+07 1.906974787874367535e+08
2.044196598026353121e+07 1.906184273197800517e+08
2.044376608293879405e+07 1.905393861990824342e+08
2.044556618561405316e+07 1.904603554391689599e+08
2.044736628828931600e+07 1.903813350538749099e+08
2.044916639096457511e+07 1.903023250570455790e+08
2.045096649363983795e+07 1.902233254625364244e+08
2.045276659631509706e+07 1.901443362842130065e+08
2.045456669899035990e+07 1.900653575359508991e+08
2.045636680166561902e+07 1.899863892316357791e+08
2.045816690434088185e+07 1.899074313851633072e+08
2.045996700701614097e+07 1.898284840104392469e+08
2.046176710969140381e+07 1.897495471213793755e+08
2.046356721236666292e+07 1.896706207319093943e+08
2.046536731504192576e+07 1.895917048559650779e+08
2.046716741771718487e+07 1.895127995074921250e+08
2.046896752039244771e+07 1.894339047004462183e+08
2.047076762306770682e+07 1.893550204487929940e+08
2.047256772574296966e+07 1.892761467665080130e+08
2.047436782841822878e+07 1.891972836675767601e+08
2.047616793109349161e+07 1.891184311659946144e+08
2.047796803376875073e+07 1.890395892757668197e+08
2.047976813644401357e+07 1.889607580109086335e+08
2.048156823911927268e+07 1.888819373854449391e+08
2.048336834179453552e+07 1.888031274134106934e+08
2.048516844446979463e+07 1.887243281088506281e+08
2.048696854714505747e+07 1.886455394858192503e+08
2.048876864982031658e+07 1.885667615583809018e+08
2.049056875249557942e+07 1.884879943406097293e+08
2.049236885517083853e+07 1.884092378465896547e+08
2.049416895784610137e+07 1.883304920904144049e+08
2.049596906052136049e+07 1.882517570861874819e+08
2.049776916319662333e+07 1.881730328480220437e+08
2.049956926587188244e+07 1.880943193900410235e+08
2.050136936854714528e+07 1.880156167263771892e+08
2.050316947122240439e+07 1.879369248711728752e+08
2.050496957389766723e+07 1.878582438385801613e+08
2.050676967657292634e+07 1.877795736427608132e+08
2.050856977924818918e+07 1.877009142978862822e+08
2.051036988192344829e+07 1.876222658181377053e+08
2.051216998459871113e+07 1.875436282177058458e+08
2.051397008727397025e+07 1.874650015107910931e+08
2.051577018994923308e+07 1.873863857116035223e+08
2.051757029262449220e+07 1.873077808343628347e+08
2.051937039529975504e+07 1.872291868932982385e+08
2.052117049797501415e+07 1.871506039026486874e+08
2.052297060065027699e+07 1.870720318766626418e+08
2.052477070332553610e+07 1.869934708295982182e+08
2.052657080600079894e+07 1.869149207757230103e+08
2.052837090867605805e+07 1.868363817293142676e+08
2.053017101135132089e+07 1.867578537046587467e+08
2.053197111402658001e+07 1.866793367160528302e+08
2.053377121670184284e+07 1.866008307778023481e+08
2.053557131937710196e+07 1.865223359042227566e+08
2.053737142205236480e+07 1.864438521096390188e+08
2.053917152472762391e+07 1.863653794083855748e+08
2.054097162740288675e+07 1.862869178148064613e+08
2.054277173007814586e+07 1.862084673432552516e+08
2.054457183275340870e+07 1.861300280080949068e+08
2.054637193542866781e+07 1.860515998236980140e+08
2.054817203810393065e+07 1.859731828044466376e+08
2.054997214077918977e+07 1.858947769647323191e+08
2.055177224345445260e+07 1.858163823189561367e+08
2.055357234612971172e+07 1.857379988815286160e+08
2.055537244880497456e+07 1.856596266668698490e+08
2.055717255148023367e+07 1.855812656894093752e+08
2.055897265415549651e+07 1.855029159635862410e+08
2.056077275683075562e+07 1.854245775038489699e+08
2.056257285950601846e+07 1.853462503246556222e+08
2.056437296218127757e+07 1.852679344404737651e+08
2.056617306485654041e+07 1.851896298657804132e+08
2.056797316753179953e+07 1.851113366150621176e+08
2.056977327020706236e+07 1.850330547028149068e+08
2.057157337288232148e+07 1.849547841435444057e+08
2.057337347555758432e+07 1.848765249517656565e+08
2.057517357823284343e+07 1.847982771420032978e+08
2.057697368090810254e+07 1.847200407287914753e+08
2.057877378358336538e+07 1.846418157266738415e+08
2.058057388625862449e+07 1.845636021502036154e+08
2.058237398893388733e+07 1.844854000139435530e+08
2.058417409160914645e+07 1.844072093324660063e+08
2.058597419428440928e+07 1.843290301203528941e+08
2.058777429695966840e+07 1.842508623921957016e+08
2.058957439963493124e+07 1.841727061625955701e+08
2.059137450231019035e+07 1.840945614461631179e+08
2.059317460498545319e+07 1.840164282575187385e+08
2.059497470766071230e+07 1.839383066112923622e+08
2.059677481033597514e+07 1.838601965221236348e+08
2.059857491301123425e+07 1.837820980046618283e+08
2.060037501568649709e+07 1.837040110735659003e+08
2.060217511836175621e+07 1.836259357435045540e+08
2.060397522103701904e+07 1.835478720291562080e+08
2.060577532371227816e+07 1.834698199452090263e+08
2.060757542638754100e+07 1.833917795063608885e+08
2.060937552906280011e+07 1.833137507273195684e+08
2.061117563173806295e+07 1.832357336228026152e+08
2.061297573441332206e+07 1.831577282075373232e+08
2.061477583708858490e+07 1.830797344962609708e+08
