# Time(s) Distance(km)
3.155579989732473623e+06 6.488067822851746082e+08
3.157380092407734599e+06 6.488250533052421808e+08
3.159180195082995575e+06 6.488433108305674791e+08
3.160980297758256551e+06 6.488615548584431410e+08
3.162780400433517527e+06 6.488797853861693144e+08
3.164580503108778503e+06 6.488980024110528231e+08
3.166380605784039479e+06 6.489162059304075241e+08
3.168180708459300455e+06 6.489343959415545464e+08
3.169980811134561431e+06 6.489525724418213367e+08
3.171780913809822407e+06 6.489707354285424948e+08
3.173581016485083383e+06 6.489888848990589380e+08
3.175381119160344359e+06 6.490070208507183790e+08
3.177181221835605334e+06 6.490251432808746099e+08
3.178981324510866310e+06 6.490432521868879795e+08
3.180781427186127286e+06 6.490613475661252737e+08
3.182581529861388262e+06 6.490794294159588814e+08
3.184381632536649238e+06 6.490974977337677479e+08
3.186181735211910214e+06 6.491155525169368982e+08
3.187981837887171190e+06 6.491335937628566027e+08
3.189781940562432166e+06 6.491516214689235687e+08
3.191582043237693142e+06 6.491696356325399876e+08
3.193382145912954118e+06 6.491876362511135340e+08
3.195182248588215094e+06 6.492056233220576048e+08
3.196982351263476070e+06 6.492235968427909613e+08
3.198782453938737046e+06 6.492415568107377291e+08
3.200582556613998022e+06 6.492595032233272791e+08
3.202382659289258998e+06 6.492774360779943466e+08
3.204182761964519974e+06 6.492953553721786737e+08
3.205982864639780950e+06 6.493132611033248901e+08
3.207782967315041926e+06 6.493311532688826323e+08
3.209583069990302902e+06 6.493490318663066626e+08
3.211383172665563878e+06 6.493668968930561543e+08
3.213183275340824854e+06 6.493847483465952873e+08
3.214983378016085830e+06 6.494025862243925333e+08
3.216783480691346340e+06 6.494204105239212513e+08
3.218583583366607316e+06 6.494382212426588535e+08
3.220383686041868292e+06 6.494560183780876398e+08
3.222183788717129268e+06 6.494738019276937246e+08
3.223983891392390244e+06 6.494915718889678717e+08
3.225783994067651220e+06 6.495093282594047785e+08
3.227584096742912196e+06 6.495270710365031958e+08
3.229384199418173172e+06 6.495448002177658081e+08
3.231184302093434148e+06 6.495625158006997108e+08
3.232984404768695123e+06 6.495802177828152180e+08
3.234784507443956099e+06 6.495979061616268158e+08
3.236584610119217075e+06 6.496155809346526861e+08
3.238384712794478051e+06 6.496332420994144678e+08
3.240184815469739027e+06 6.496508896534374952e+08
3.241984918145000003e+06 6.496685235942506790e+08
3.243785020820260979e+06 6.496861439193863869e+08
3.245585123495521955e+06 6.497037506263800859e+08
3.247385226170782931e+06 6.497213437127709389e+08
3.249185328846043907e+06 6.497389231761009693e+08
3.250985431521304883e+06 6.497564890139158964e+08
3.252785534196565859e+06 6.497740412237639427e+08
3.254585636871826835e+06 6.497915798031967878e+08
3.256385739547087811e+06 6.498091047497688532e+08
3.258185842222348787e+06 6.498266160610375404e+08
3.259985944897609763e+06 6.498441137345635891e+08
3.261786047572870739e+06 6.498615977679096460e+08
3.263586150248131715e+06 6.498790681586419344e+08
3.265386252923392691e+06 6.498965249043289423e+08
3.267186355598653667e+06 6.499139680025418997e+08
3.268986458273914643e+06 6.499313974508544207e+08
3.270786560949175619e+06 6.499488132468429804e+08
3.272586663624436595e+06 6.499662153880863190e+08
3.274386766299697571e+06 6.499836038721653223e+08
3.276186868974958546e+06 6.500009786966637373e+08
3.277986971650219522e+06 6.500183398591673374e+08
3.279787074325480498e+06 6.500356873572642803e+08
3.281587177000741474e+06 6.500530211885443926e+08
3.283387279676002450e+06 6.500703413506007195e+08
3.285187382351263426e+06 6.500876478410270214e+08
3.286987485026524402e+06 6.501049406574202776e+08
3.288787587701785378e+06 6.501222197973788977e+08
3.290587690377046354e+06 6.501394852585033178e+08
3.292387793052307330e+06 6.501567370383958817e+08
3.294187895727568306e+06 6.501739751346606016e+08
3.295987998402829282e+06 6.501911995449038744e+08
3.297788101078090258e+06 6.502084102667331696e+08
3.299588203753351234e+06 6.502256072977582216e+08
3.301388306428611744e+06 6.502427906355898380e+08
3.303188409103872720e+06 6.502599602778412104e+08
3.304988511779133696e+06 6.502771162221263647e+08
3.306788614454394672e+06 6.502942584660613537e+08
3.308588717129655648e+06 6.503113870072636604e+08
3.310388819804916624e+06 6.503285018433521986e+08
3.312188922480177600e+06 6.503456029719470739e+08
3.313989025155438576e+06 6.503626903906701803e+08
3.315789127830699552e+06 6.503797640971443653e+08
3.317589230505960528e+06 6.503968240889939070e+08
3.319389333181221504e+06 6.504138703638447523e+08
3.321189435856482480e+06 6.504309029193234444e+08
3.322989538531743456e+06 6.504479217530581951e+08
3.324789641207004432e+06 6.504649268626781702e+08
3.326589743882265408e+06 6.504819182458137274e+08
3.328389846557526384e+06 6.504988959000962973e+08
3.330189949232787360e+06 6.505158598231583834e+08
3.331990051908048335e+06 6.505328100126333237e+08
3.333790154583309311e+06 6.505497464661560059e+08
3.335590257258570287e+06 6.505666691813615561e+08
3.337390359933831263e+06 6.505835781558866501e+08
3.339190462609092239e+06 6.506004733873684406e+08
3.340990565284353215e+06 6.506173548734453917e+08
3.342790667959614191e+06 6.506342226117562056e+08
3.344590770634875167e+06 6.506510765999408960e+08
3.346390873310136143e+06 6.506679168356401920e+08
3.348190975985397119e+06 6.506847433164955378e+08
3.349991078660658095e+06 6.507015560401488543e+08
3.351791181335919071e+06 6.507183550042432547e+08
3.353591284011180047e+06 6.507351402064223289e+08
3.355391386686441023e+06 6.507519116443299055e+08
3.357191489361701999e+06 6.507686693156112432e+08
3.358991592036962975e+06 6.507854132179114819e+08
3.360791694712223951e+06 6.508021433488769531e+08
3.362591797387484927e+06 6.508188597061539888e+08
3.364391900062745903e+06 6.508355622873897552e+08
3.366192002738006879e+06 6.508522510902320147e+08
3.367992105413267855e+06 6.508689261123288870e+08
3.369792208088528831e+06 6.508855873513289690e+08
3.371592310763789807e+06 6.509022348048813343e+08
3.373392413439050782e+06 6.509188684706355333e+08
3.375192516114311758e+06 6.509354883462414742e+08
3.376992618789572734e+06 6.509520944293495417e+08
3.378792721464833710e+06 6.509686867176103592e+08
3.380592824140094686e+06 6.509852652086750269e+08
3.382392926815355662e+06 6.510018299001950026e+08
3.384193029490616638e+06 6.510183807898217440e+08
3.385993132165877614e+06 6.510349178752076626e+08
3.387793234841138124e+06 6.510514411540049314e+08
3.389593337516399100e+06 6.510679506238658428e+08
3.391393440191660076e+06 6.510844462824437618e+08
3.393193542866921052e+06 6.511009281273913383e+08
3.394993645542182028e+06 6.511173961563622952e+08
3.396793748217443004e+06 6.511338503670096397e+08
3.398593850892703980e+06 6.511502907569876909e+08
3.400393953567964956e+06 6.511667173239498138e+08
3.402194056243225932e+06 6.511831300655504465e+08
3.403994158918486908e+06 6.511995289794437885e+08
3.405794261593747884e+06 6.512159140632840395e+08
3.407594364269008860e+06 6.512322853147261143e+08
3.409394466944269836e+06 6.512486427314242125e+08
3.411194569619530812e+06 6.512649863110332489e+08
3.412994672294791788e+06 6.512813160512083769e+08
3.414794774970052764e+06 6.512976319496041536e+08
3.416594877645313740e+06 6.513139340038757324e+08
3.418394980320574716e+06 6.513302222116780281e+08
3.420195082995835692e+06 6.513464965706664324e+08
3.421995185671096668e+06 6.513627570784959793e+08
3.423795288346357644e+06 6.513790037328221798e+08
3.425595391021618620e+06 6.513952365312999487e+08
3.427395493696879596e+06 6.514114554715847969e+08
3.429195596372140571e+06 6.514276605513317585e+08
3.430995699047401547e+06 6.514438517681963444e+08
3.432795801722662523e+06 6.514600291198339462e+08
3.434595904397923499e+06 6.514761926038995981e+08
3.436396007073184475e+06 6.514923422180488110e+08
3.438196109748445451e+06 6.515084779599366188e+08
3.439996212423706427e+06 6.515245998272182941e+08
3.441796315098967403e+06 6.515407078175491095e+08
3.443596417774228379e+06 6.515568019285842180e+08
3.445396520449489355e+06 6.515728821579784155e+08
3.447196623124750331e+06 6.515889485033870935e+08
3.448996725800011307e+06 6.516050009624650478e+08
3.450796828475272283e+06 6.516210395328671932e+08
3.452596931150533259e+06 6.516370642122484446e+08
3.454397033825794235e+06 6.516530749982635975e+08
3.456197136501055211e+06 6.516690718885670900e+08
3.457997239176316187e+06 6.516850548808135986e+08
3.459797341851577163e+06 6.517010239726579189e+08
3.461597444526838139e+06 6.517169791617541313e+08
3.463397547202099115e+06 6.517329204457569122e+08
3.465197649877360091e+06 6.517488478223202229e+08
3.466997752552621067e+06 6.517647612890982628e+08
3.468797855227882043e+06 6.517806608437452316e+08
3.470597957903143018e+06 6.517965464839148521e+08
3.472398060578403529e+06 6.518124182072610855e+08
3.474198163253664505e+06 6.518282760114375353e+08
3.475998265928925481e+06 6.518441198940979242e+08
3.477798368604186457e+06 6.518599498528956175e+08
3.479598471279447433e+06 6.518757658854840994e+08
3.481398573954708409e+06 6.518915679895166159e+08
3.483198676629969385e+06 6.519073561626461744e+08
3.484998779305230360e+06 6.519231304025260210e+08
3.486798881980491336e+06 6.519388907068088055e+08
3.488598984655752312e+06 6.519546370731476545e+08
3.490399087331013288e+06 6.519703694991948605e+08
3.492199190006274264e+06 6.519860879826030731e+08
3.493999292681535240e+06 6.520017925210249424e+08
3.495799395356796216e+06 6.520174831121124029e+08
3.497599498032057192e+06 6.520331597535179853e+08
3.499399600707318168e+06 6.520488224428933859e+08
3.501199703382579144e+06 6.520644711778907776e+08
3.502999806057840120e+06 6.520801059561619759e+08
3.504799908733101096e+06 6.520957267753584385e+08
3.506600011408362072e+06 6.521113336331321001e+08
3.508400114083623048e+06 6.521269265271340609e+08
3.510200216758884024e+06 6.521425054550158978e+08
3.512000319434145000e+06 6.521580704144287109e+08
3.513800422109405976e+06 6.521736214030234814e+08
3.515600524784666952e+06 6.521891584184514284e+08
3.517400627459927928e+06 6.522046814583632946e+08
3.519200730135188904e+06 6.522201905204099417e+08
3.521000832810449880e+06 6.522356856022418737e+08
3.522800935485710856e+06 6.522511667015095949e+08
3.524601038160971832e+06 6.522666338158638477e+08
3.526401140836232807e+06 6.522820869429545403e+08
3.528201243511493783e+06 6.522975260804321766e+08
3.530001346186754759e+06 6.523129512259469032e+08
3.531801448862015735e+06 6.523283623771486282e+08
3.533601551537276711e+06 6.523437595316874981e+08
3.535401654212537687e+06 6.523591426872128248e+08
3.537201756887798663e+06 6.523745118413748741e+08
3.539001859563059639e+06 6.523898669918231964e+08
3.540801962238320615e+06 6.524052081362073421e+08
3.542602064913581591e+06 6.524205352721766233e+08
3.544402167588842567e+06 6.524358483973807096e+08
3.546202270264103543e+06 6.524511475094687939e+08
3.548002372939364519e+06 6.524664326060903072e+08
3.549802475614625495e+06 6.524817036848942041e+08
3.551602578289886471e+06 6.524969607435296774e+08
3.553402680965147447e+06 6.525122037796458006e+08
3.555202783640408423e+06 6.525274327908917665e+08
3.557002886315669399e+06 6.525426477749161720e+08
3.558802988990929909e+06 6.525578487293683290e+08
3.560603091666190885e+06 6.525730356518965960e+08
3.562403194341451861e+06 6.525882085401500463e+08
3.564203297016712837e+06 6.526033673917775154e+08
3.566003399691973813e+06 6.526185122044274807e+08
3.567803502367234789e+06 6.526336429757487774e+08
3.569603605042495765e+06 6.526487597033898830e+08
3.571403707717756741e+06 6.526638623849993944e+08
3.573203810393017717e+06 6.526789510182262659e+08
3.575003913068278693e+06 6.526940256007187366e+08
3.576804015743539669e+06 6.527090861301254034e+08
3.578604118418800645e+06 6.527241326040947437e+08
3.580404221094061621e+06 6.527391650202753544e+08
3.582204323769322596e+06 6.527541833763158321e+08
3.584004426444583572e+06 6.527691876698645353e+08
3.585804529119844548e+06 6.527841778985700607e+08
3.587604631795105524e+06 6.527991540600811243e+08
3.589404734470366500e+06 6.528141161520458460e+08
3.591204837145627476e+06 6.528290641721131802e+08
3.593004939820888452e+06 6.528439981179314852e+08
3.594805042496149428e+06 6.528589179871494770e+08
3.596605145171410404e+06 6.528738237774157524e+08
3.598405247846671380e+06 6.528887154863789082e+08
3.600205350521932356e+06 6.529035931116877794e+08
3.602005453197193332e+06 6.529184566509910822e+08
3.603805555872454308e+06 6.529333061019374132e+08
3.605605658547715284e+06 6.529481414621759653e+08
3.607405761222976260e+06 6.529629627293553352e+08
3.609205863898237236e+06 6.529777699011247158e+08
3.611005966573498212e+06 6.529925629751329422e+08
3.612806069248759188e+06 6.530073419490293264e+08
3.614606171924020164e+06 6.530221068204625845e+08
3.616406274599281140e+06 6.530368575870826244e+08
3.618206377274542116e+06 6.530515942465382814e+08
3.620006479949803092e+06 6.530663167964792252e+08
3.621806582625064068e+06 6.530810252345547676e+08
3.623606685300325043e+06 6.530957195584145784e+08
3.625406787975586019e+06 6.531103997657085657e+08
3.627206890650846995e+06 6.531250658540862799e+08
3.629006993326107971e+06 6.531397178211978674e+08
3.630807096001368947e+06 6.531543556646933556e+08
3.632607198676629923e+06 6.531689793822226524e+08
3.634407301351890899e+06 6.531835889714362621e+08
3.636207404027151875e+06 6.531981844299846888e+08
3.638007506702412851e+06 6.532127657555183172e+08
3.639807609377673827e+06 6.532273329456877708e+08
3.641607712052934803e+06 6.532418859981441498e+08
3.643407814728195779e+06 6.532564249105383158e+08
3.645207917403456289e+06 6.532709496805213690e+08
3.647008020078717265e+06 6.532854603057446480e+08
3.648808122753978241e+06 6.532999567838596106e+08
3.650608225429239217e+06 6.533144391125178337e+08
3.652408328104500193e+06 6.533289072893711329e+08
3.654208430779761169e+06 6.533433613120716810e+08
3.656008533455022145e+06 6.533578011782715321e+08
3.657808636130283121e+06 6.533722268856228590e+08
3.659608738805544097e+06 6.533866384317783117e+08
3.661408841480805073e+06 6.534010358143906593e+08
3.663208944156066049e+06 6.534154190311129093e+08
3.665009046831327025e+06 6.534297880795979500e+08
3.666809149506588001e+06 6.534441429574995041e+08
3.668609252181848977e+06 6.534584836624706984e+08
3.670409354857109953e+06 6.534728101921657324e+08
3.672209457532370929e+06 6.534871225442385674e+08
3.674009560207631905e+06 6.535014207163431644e+08
3.675809662882892881e+06 6.535157047061342001e+08
3.677609765558153857e+06 6.535299745112663507e+08
3.679409868233414833e+06 6.535442301293944120e+08
3.681209970908675808e+06 6.535584715581738949e+08
3.683010073583936784e+06 6.535726987952600718e+08
3.684810176259197760e+06 6.535869118383085728e+08
3.686610278934458736e+06 6.536011106849756241e+08
3.688410381609719712e+06 6.536152953329170942e+08
3.690210484284980688e+06 6.536294657797898054e+08
3.692010586960241664e+06 6.536436220232504606e+08
3.693810689635502640e+06 6.536577640609561205e+08
3.695610792310763616e+06 6.536718918905638456e+08
3.697410894986024592e+06 6.536860055097316504e+08
3.699210997661285568e+06 6.537001049161174297e+08
3.701011100336546544e+06 6.537141901073790789e+08
3.702811203011807520e+06 6.537282610811754465e+08
3.704611305687068496e+06 6.537423178351652622e+08
3.706411408362329472e+06 6.537563603670076132e+08
3.708211511037590448e+06 6.537703886743619442e+08
3.710011613712851424e+06 6.537844027548880577e+08
3.711811716388112400e+06 6.537984026062459946e+08
3.713611819063373376e+06 6.538123882260962725e+08
3.715411921738634352e+06 6.538263596120995283e+08
3.717212024413895328e+06 6.538403167619169950e+08
3.719012127089156304e+06 6.538542596732099056e+08
3.720812229764417280e+06 6.538681883436400890e+08
3.722612332439678255e+06 6.538821027708698511e+08
3.724412435114939231e+06 6.538960029525614977e+08
3.726212537790200207e+06 6.539098888863776922e+08
3.728012640465461183e+06 6.539237605699821711e+08
3.729812743140721694e+06 6.539376180010378361e+08
3.731612845815982670e+06 6.539514611772090197e+08
3.733412948491243646e+06 6.539652900961596966e+08
3.735213051166504622e+06 6.539791047555550337e+08
3.737013153841765597e+06 6.539929051530596018e+08
3.738813256517026573e+06 6.540066912863391638e+08
3.740613359192287549e+06 6.540204631530593634e+08
3.742413461867548525e+06 6.540342207508864403e+08
3.744213564542809501e+06 6.540479640774869919e+08
3.746013667218070477e+06 6.540616931305283308e+08
3.747813769893331453e+06 6.540754079076774120e+08
3.749613872568592429e+06 6.540891084066025019e+08
3.751413975243853405e+06 6.541027946249713898e+08
3.753214077919114381e+06 6.541164665604531765e+08
3.755014180594375357e+06 6.541301242107166052e+08
3.756814283269636333e+06 6.541437675734313726e+08
3.758614385944897309e+06 6.541573966462674141e+08
3.760414488620158285e+06 6.541710114268950224e+08
3.762214591295419261e+06 6.541846119129849672e+08
3.764014693970680237e+06 6.541981981022086143e+08
3.765814796645941213e+06 6.542117699922373295e+08
3.767614899321202189e+06 6.542253275807437897e+08
3.769415001996463165e+06 6.542388708654000759e+08
3.771215104671724141e+06 6.542523998438792229e+08
3.773015207346985117e+06 6.542659145138550997e+08
3.774815310022246093e+06 6.542794148730012178e+08
3.776615412697507069e+06 6.542929009189920425e+08
3.778415515372768044e+06 6.543063726495027542e+08
3.780215618048029020e+06 6.543198300622084141e+08
3.782015720723289996e+06 6.543332731547849178e+08
3.783815823398550972e+06 6.543467019249083996e+08
3.785615926073811948e+06 6.543601163702557087e+08
3.787416028749072924e+06 6.543735164885042906e+08
3.789216131424333900e+06 6.543869022773314714e+08
3.791016234099594876e+06 6.544002737344158888e+08
3.792816336774855852e+06 6.544136308574358225e+08
3.794616439450116828e+06 6.544269736440709829e+08
3.796416542125377804e+06 6.544403020920004845e+08
3.798216644800638780e+06 6.544536161989049911e+08
3.800016747475899756e+06 6.544669159624650478e+08
3.801816850151160732e+06 6.544802013803619146e+08
3.803616952826421708e+06 6.544934724502772093e+08
3.805417055501682684e+06 6.545067291698931456e+08
3.807217158176943660e+06 6.545199715368925333e+08
3.809017260852204636e+06 6.545331995489587784e+08
3.810817363527465612e+06 6.545464132037755251e+08
3.812617466202726588e+06 6.545596124990270138e+08
3.814417568877987564e+06 6.545727974323980808e+08
3.816217671553248074e+06 6.545859680015742779e+08
3.818017774228509050e+06 6.545991242042413950e+08
3.819817876903770026e+06 6.546122660380858183e+08
3.821617979579031002e+06 6.546253935007947683e+08
3.823418082254291978e+06 6.546385065900553465e+08
3.825218184929552954e+06 6.546516053035558462e+08
3.827018287604813930e+06 6.546646896389849186e+08
3.828818390280074906e+06 6.546777595940315723e+08
3.830618492955335882e+06 6.546908151663856506e+08
3.832418595630596858e+06 6.547038563537371159e+08
3.834218698305857833e+06 6.547168831537770033e+08
3.836018800981118809e+06 6.547298955641967058e+08
3.837818903656379785e+06 6.547428935826879740e+08
3.839619006331640761e+06 6.547558772069432735e+08
3.841419109006901737e+06 6.547688464346557856e+08
3.843219211682162713e+06 6.547818012635191679e+08
3.845019314357423689e+06 6.547947416912274361e+08
3.846819417032684665e+06 6.548076677154753208e+08
3.848619519707945641e+06 6.548205793339582682e+08
3.850419622383206617e+06 6.548334765443719625e+08
3.852219725058467593e+06 6.548463593444130421e+08
3.854019827733728569e+06 6.548592277317785025e+08
3.855819930408989545e+06 6.548720817041660547e+08
3.857620033084250521e+06 6.548849212592736483e+08
3.859420135759511497e+06 6.548977463948003054e+08
3.861220238434772473e+06 6.549105571084452868e+08
3.863020341110033449e+06 6.549233533979085684e+08
3.864820443785294425e+06 6.549361352608907223e+08
3.866620546460555401e+06 6.549489026950930357e+08
3.868420649135816377e+06 6.549616556982169151e+08
3.870220751811077353e+06 6.549743942679647207e+08
3.872020854486338329e+06 6.549871184020396471e+08
3.873820957161599305e+06 6.549998280981451273e+08
3.875621059836860280e+06 6.550125233539850712e+08
3.877421162512121256e+06 6.550252041672643423e+08
3.879221265187382232e+06 6.550378705356882811e+08
3.881021367862643208e+06 6.550505224569627047e+08
3.882821470537904184e+06 6.550631599287941456e+08
3.884621573213165160e+06 6.550757829488898516e+08
3.886421675888426136e+06 6.550883915149575472e+08
3.888221778563687112e+06 6.551009856247054338e+08
3.890021881238948088e+06 6.551135652758424282e+08
3.891821983914209064e+06 6.551261304660782814e+08
3.893622086589470040e+06 6.551386811931229830e+08
3.895422189264731016e+06 6.551512174546874762e+08
3.897222291939991992e+06 6.551637392484830618e+08
3.899022394615252968e+06 6.551762465722218752e+08
3.900822497290513944e+06 6.551887394236164093e+08
3.902622599965774454e+06 6.552012178003798723e+08
3.904422702641035430e+06 6.552136817002261877e+08
3.906222805316296406e+06 6.552261311208699942e+08
3.908022907991557382e+06 6.552385660600261688e+08
3.909823010666818358e+06 6.552509865154104233e+08
3.911623113342079334e+06 6.552633924847391844e+08
3.913423216017340310e+06 6.552757839657293558e+08
3.915223318692601286e+06 6.552881609560987949e+08
3.917023421367862262e+06 6.553005234535652399e+08
3.918823524043123238e+06 6.553128714558477402e+08
3.920623626718384214e+06 6.553252049606657028e+08
3.922423729393645190e+06 6.553375239657393694e+08
3.924223832068906166e+06 6.553498284687893391e+08
3.926023934744167142e+06 6.553621184675366879e+08
3.927824037419428118e+06 6.553743939597036839e+08
3.929624140094689094e+06 6.553866549430125952e+08
3.931424242769950069e+06 6.553989014151870012e+08
3.933224345445211045e+06 6.554111333739504814e+08
3.935024448120472021e+06 6.554233508170274496e+08
3.936824550795732997e+06 6.554355537421431541e+08
3.938624653470993973e+06 6.554477421470230818e+08
3.940424756146254949e+06 6.554599160293936729e+08
3.942224858821515925e+06 6.554720753869819641e+08
3.944024961496776901e+06 6.554842202175153494e+08
3.945825064172037877e+06 6.554963505187220573e+08
3.947625166847298853e+06 6.555084662883310318e+08
3.949425269522559829e+06 6.555205675240715742e+08
3.951225372197820805e+06 6.555326542236739397e+08
3.953025474873081781e+06 6.555447263848686218e+08
3.954825577548342757e+06 6.555567840053870678e+08
3.956625680223603733e+06 6.555688270829612017e+08
3.958425782898864709e+06 6.555808556153236628e+08
3.960225885574125685e+06 6.555928696002075672e+08
3.962025988249386661e+06 6.556048690353466272e+08
3.963826090924647637e+06 6.556168539184756279e+08
3.965626193599908613e+06 6.556288242473293543e+08
3.967426296275169589e+06 6.556407800196435452e+08
3.969226398950430565e+06 6.556527212331545353e+08
3.971026501625691541e+06 6.556646478855990171e+08
3.972826604300952516e+06 6.556765599747148752e+08
3.974626706976213492e+06 6.556884574982399940e+08
3.976426809651474468e+06 6.557003404539133310e+08
3.978226912326735444e+06 6.557122088394742012e+08
3.980027015001996420e+06 6.557240626526626348e+08
3.981827117677257396e+06 6.557359018912192583e+08
3.983627220352518372e+06 6.557477265528852940e+08
3.985427323027779348e+06 6.557595366354024410e+08
3.987227425703039858e+06 6.557713321365134716e+08
3.989027528378300834e+06 6.557831130539611578e+08
3.990827631053561810e+06 6.557948793854892254e+08
3.992627733728822786e+06 6.558066311288419962e+08
3.994427836404083762e+06 6.558183682817643881e+08
3.996227939079344738e+06 6.558300908420019150e+08
3.998028041754605714e+06 6.558417988073004484e+08
3.999828144429866690e+06 6.558534921754068136e+08
4.001628247105127666e+06 6.558651709440684319e+08
4.003428349780388642e+06 6.558768351110328436e+08
4.005228452455649618e+06 6.558884846740486622e+08
4.007028555130910594e+06 6.559001196308652163e+08
4.008828657806171570e+06 6.559117399792318344e+08
4.010628760481432546e+06 6.559233457168989182e+08
4.012428863156693522e+06 6.559349368416172266e+08
4.014228965831954498e+06 6.559465133511382341e+08
4.016029068507215474e+06 6.559580752432141304e+08
4.017829171182476450e+06 6.559696225155971050e+08
4.019629273857737426e+06 6.559811551660404205e+08
4.021429376532998402e+06 6.559926731922981739e+08
4.023229479208259378e+06 6.560041765921244621e+08
4.025029581883520354e+06 6.560156653632739782e+08
4.026829684558781330e+06 6.560271395035024881e+08
4.028629787234042305e+06 6.560385990105657578e+08
4.030429889909303281e+06 6.560500438822206259e+08
4.032229992584564257e+06 6.560614741162239313e+08
4.034030095259825233e+06 6.560728897103338242e+08
4.035830197935086209e+06 6.560842906623082161e+08
4.037630300610347185e+06 6.560956769699060917e+08
4.039430403285608161e+06 6.561070486308867931e+08
4.041230505960869137e+06 6.561184056430102587e+08
4.043030608636130113e+06 6.561297480040369034e+08
4.044830711311391089e+06 6.561410757117278576e+08
4.046630813986652065e+06 6.561523887638444901e+08
4.048430916661913041e+06 6.561636871581490040e+08
4.050231019337174017e+06 6.561749708924040794e+08
4.052031122012434993e+06 6.561862399643727541e+08
4.053831224687695969e+06 6.561974943718187809e+08
4.055631327362956945e+06 6.562087341125062704e+08
4.057431430038217921e+06 6.562199591842000484e+08
4.059231532713478897e+06 6.562311695846652985e+08
4.061031635388739873e+06 6.562423653116679192e+08
4.062831738064000849e+06 6.562535463629738092e+08
4.064631840739261825e+06 6.562647127363501787e+08
4.066431943414522801e+06 6.562758644295639992e+08
4.068232046089783777e+06 6.562870014403830767e+08
4.070032148765044753e+06 6.562981237665756941e+08
4.071832251440305728e+06 6.563092314059106112e+08
4.073632354115566239e+06 6.563203243561570644e+08
4.075432456790827215e+06 6.563314026150848866e+08
4.077232559466088191e+06 6.563424661804640293e+08
4.079032662141349167e+06 6.563535150500652790e+08
4.080832764816610143e+06 6.563645492216597795e+08
4.082632867491871119e+06 6.563755686930190325e+08
4.084432970167132095e+06 6.563865734619151354e+08
4.086233072842393070e+06 6.563975635261207819e+08
4.088033175517654046e+06 6.564085388834087849e+08
4.089833278192915022e+06 6.564194995315524340e+08
4.091633380868175998e+06 6.564304454683257341e+08
4.093433483543436974e+06 6.564413766915029287e+08
4.095233586218697950e+06 6.564522931988587379e+08
4.097033688893958926e+06 6.564631949881683588e+08
4.098833791569219902e+06 6.564740820572073460e+08
4.100633894244480878e+06 6.564849544037517309e+08
4.102433996919741854e+06 6.564958120255776644e+08
4.104234099595002830e+06 6.565066549204621315e+08
4.106034202270263806e+06 6.565174830861823559e+08
4.107834304945524782e+06 6.565282965205157995e+08
4.109634407620785758e+06 6.565390952212405205e+08
4.111434510296046734e+06 6.565498791861349344e+08
4.113234612971307710e+06 6.565606484129775763e+08
4.115034715646568686e+06 6.565714028995479345e+08
4.116834818321829662e+06 6.565821426436253786e+08
4.118634920997090638e+06 6.565928676429895163e+08
4.120435023672351614e+06 6.566035778954206705e+08
4.122235126347612590e+06 6.566142733986994028e+08
4.124035229022873566e+06 6.566249541506066322e+08
4.125835331698134542e+06 6.566356201489235163e+08
4.127635434373395517e+06 6.566462713914316893e+08
4.129435537048656493e+06 6.566569078759130239e+08
4.131235639723917469e+06 6.566675296001495123e+08
4.133035742399178445e+06 6.566781365619238615e+08
4.134835845074439421e+06 6.566887287590190172e+08
4.136635947749700397e+06 6.566993061892176867e+08
4.138436050424961373e+06 6.567098688503035307e+08
4.140236153100222349e+06 6.567204167400603294e+08
4.142036255775483325e+06 6.567309498562716246e+08
4.143836358450744301e+06 6.567414681967219114e+08
4.145636461126005277e+06 6.567519717591958046e+08
4.147436563801266253e+06 6.567624605414776802e+08
4.149236666476527229e+06 6.567729345413527489e+08
4.151036769151788205e+06 6.567833937566062212e+08
4.152836871827049181e+06 6.567938381850233078e+08
4.154636974502310157e+06 6.568042678243900537e+08
4.156437077177571133e+06 6.568146826724922657e+08
4.158237179852831643e+06 6.568250827271156311e+08
4.160037282528092619e+06 6.568354679860471487e+08
4.161837385203353595e+06 6.568458384470725060e+08
4.163637487878614571e+06 6.568561941079790592e+08
4.165437590553875547e+06 6.568665349665532112e+08
4.167237693229136523e+06 6.568768610205821991e+08
4.169037795904397499e+06 6.568871722678531408e+08
4.170837898579658475e+06 6.568974687061533928e+08
4.172638001254919451e+06 6.569077503332703114e+08
4.174438103930180427e+06 6.569180171469916105e+08
4.176238206605441403e+06 6.569282691451048851e+08
4.178038309280702379e+06 6.569385063253979683e+08
4.179838411955963355e+06 6.569487286856588125e+08
4.181638514631224331e+06 6.569589362236756086e+08
4.183438617306485306e+06 6.569691289372363091e+08
4.185238719981746282e+06 6.569793068241291046e+08
4.187038822657007258e+06 6.569894698821423054e+08
4.188838925332268234e+06 6.569996181090643406e+08
4.190639028007529210e+06 6.570097515026834011e+08
4.192439130682790186e+06 6.570198700607879162e+08
4.194239233358051162e+06 6.570299737811664343e+08
4.196039336033312604e+06 6.570400626616073847e+08
4.197839438708573580e+06 6.570501366998990774e+08
4.199639541383834556e+06 6.570601958938300610e+08
4.201439644059094600e+06 6.570702402411888838e+08
